campaign_id,merchant_id,occasion,start_date,end_date,duration_days,discount_pct,city,source_label
syn_noon_saudi_back_to_school_2025,noon_saudi,back_to_school,2025-08-25,2025-08-27,2,29,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_camel_step_national_day_2025,camel_step,national_day,2025-09-18,2025-09-20,2,23,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_extra_national_day_2025,extra,national_day,2025-09-19,2025-09-24,5,11,Khobar,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_noon_saudi_national_day_2025,noon_saudi,national_day,2025-09-20,2025-09-27,7,17,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_albaik_national_day_2025,albaik,national_day,2025-09-21,2025-09-25,4,19,Jeddah,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_saudia_national_day_2025,saudia,national_day,2025-09-21,2025-09-23,2,8,Jeddah,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_dose_national_day_2025,dose,national_day,2025-09-22,2025-09-29,7,11,Khobar,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_half_million_national_day_2025,half_million,national_day,2025-09-22,2025-09-26,4,17,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_maestro_national_day_2025,maestro,national_day,2025-09-22,2025-09-24,2,23,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_jarir_national_day_2025,jarir,national_day,2025-09-23,2025-09-29,6,11,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_herfy_national_day_2025,herfy,national_day,2025-09-25,2025-10-01,6,14,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_shawarmer_riyadh_season_2025,shawarmer,riyadh_season,2025-10-10,2025-10-17,7,19,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_dose_riyadh_season_2025,dose,riyadh_season,2025-10-12,2025-10-15,3,13,Khobar,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_albaik_riyadh_season_2025,albaik,riyadh_season,2025-10-13,2025-10-16,3,19,Jeddah,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_camel_step_riyadh_season_2025,camel_step,riyadh_season,2025-10-13,2025-10-15,2,20,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_panda_riyadh_season_2025,panda,riyadh_season,2025-10-14,2025-10-21,7,15,Jeddah,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_extra_riyadh_season_2025,extra,riyadh_season,2025-10-17,2025-10-20,3,13,Khobar,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_maestro_riyadh_season_2025,maestro,riyadh_season,2025-10-17,2025-10-20,3,23,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
syn_noon_saudi_riyadh_season_2025,noon_saudi,riyadh_season,2025-10-17,2025-10-24,7,11,Riyadh,MOCK / SYNTHETIC DEMO DATA — SAUDI MARKET
